   1.0000000474974513E-003   0.0000000000000000        6.5011943885795646E-082   2.5497439849089878E-041
   2.0000000949949026E-003   5.8437961251702552E-033   1.7148842806510669E-075   4.1411161305269705E-038
   3.0000000260770321E-003   8.1879940263275950E-031   7.4941537434673217E-071   8.6568780420353169E-036
   4.0000001899898052E-003   6.0157001302071491E-030   3.8572747454268118E-068   1.9639945889504919E-034
   4.9999998882412910E-003   4.2466534678773143E-029   3.0641143553848775E-066   1.7504611836270114E-033
   6.0000000521540642E-003   1.3651344023676820E-028   8.5662759927676562E-065   9.2554178688850440E-033
   7.0000002160668373E-003   3.4404571353882093E-028   1.2336340459986315E-063   3.5123126939363349E-032
   8.0000003799796104E-003   7.6482181741383600E-028   1.1256525591062460E-062   1.0609677464966812E-031
   8.9999996125698090E-003   1.4631581573693610E-027   7.3713492272880995E-062   2.7150228778572196E-031
   9.9999997764825821E-003   2.5546139892644034E-027   3.7548381848793833E-061   6.1276734450192298E-031
   1.0999999940395355E-002   4.1543275998972196E-027   1.5717898659853864E-060   1.2537104394497903E-030
   1.2000000104308128E-002   6.3841448037030136E-027   5.6224335506909622E-060   2.3711671283760161E-030
   1.3000000268220901E-002   9.3699696298749299E-027   1.7687093056987201E-059   4.2056025795344956E-030
   1.4000000432133675E-002   1.3239497530199010E-026   5.0005400543985880E-059   7.0714496776817897E-030
   1.4999999664723873E-002   1.8120307927890712E-026   1.2920830742727802E-058   1.1366983215755974E-029
   1.6000000759959221E-002   2.4138321856995747E-026   3.0918445788622100E-058   1.7583641769730779E-029
   1.7999999225139618E-002   4.0073798240941250E-026   1.4640460179940045E-057   3.8262854284462422E-029
   1.9999999552965164E-002   6.2049557839860310E-026   5.6572145755222031E-057   7.5214457224141444E-029
   2.5000000372529030E-002   1.4857987757878918E-025   8.8275369139250484E-056   2.9711171154845189E-028
   2.9999999329447746E-002   2.8895367795159750E-025   7.4761853012338131E-055   8.6464936831260185E-028
   3.9999999105930328E-002   7.5117804412692176E-025   1.8168924158517542E-053   4.2625021007053525E-027
   5.0000000745058060E-002   1.4953848963154165E-024   1.8792959353427282E-052   1.3708741500745895E-026
   5.9999998658895493E-002   2.5289336993397913E-024   1.1682444649266846E-051   3.4179591351077980E-026
   7.0000000298023224E-002   3.4769566023257298E-024   5.1921305002342369E-051   7.2056439686083828E-026
   7.9999998211860657E-002   4.9226279372584299E-024   1.8214570310106447E-050   1.3496136599081400E-025
   9.0000003576278687E-002   6.6129287257500638E-024   5.3636194082096419E-050   2.3159489217617995E-025
  0.10000000149011612        8.5375214680876722E-024   1.3807754936727235E-049   3.7158787570004535E-025
  0.10999999940395355        1.0685657579937817E-023   3.1964573438972546E-049   5.6537220871716493E-025
  0.11999999731779099        1.3046515268417940E-023   6.7908882878338601E-049   8.2406846122357212E-025
  0.12999999523162842        1.1505950752278419E-023   1.3441845523263182E-048   1.1593897327155862E-024
  0.14000000059604645        1.3403669772823168E-023   2.5076610501809963E-048   1.5835596137124098E-024
  0.15000000596046448        1.5408572423949168E-023   4.4488963336618190E-048   2.1092407007408657E-024
  0.15999999642372131        1.7514547190459305E-023   7.5596057744030963E-048   2.7494737268072040E-024
  0.18000000715255737        2.2007782323360537E-023   1.9601486895318300E-047   4.4273566487598779E-024
  0.20000000298023224        2.6849270102311680E-023   4.5256671160340929E-047   6.7273078687050534E-024
  0.25000000000000000        4.0235454773343930E-023   2.5438378204172246E-046   1.5949413219354575E-023
  0.30000001192092896        5.5167360656226364E-023   9.9879329371054815E-046   3.1603691140601730E-023
  0.34999999403953552        4.3032365498867765E-023   3.0872384686295013E-045   5.5562923506862929E-023
  0.40000000596046448        5.0886087400713356E-023   8.0483258442723134E-045   8.9712462034392482E-023
  0.44999998807907104        5.8624031551337710E-023   1.8477528809363181E-044   1.3593207424799778E-022
  0.50000000000000000        6.6231089660757002E-023   3.8449622804105581E-044   1.9608575370002173E-022
  0.60000002384185791        1.2380902258929465E-022   1.3361838144623374E-043   3.6553848148482772E-022
  0.69999998807907104        1.4847294382896013E-022   3.7515084205014233E-043   6.1249558533114535E-022
  0.80000001192092896        1.7302040911896900E-022   9.0429569857957404E-043   9.5094463486554988E-022
  0.89999997615814209        1.9744810411413704E-022   1.9444456559588920E-042   1.3944338119677434E-021
   1.0000000000000000        2.2175911657657520E-022   3.8262930502457179E-042   1.9560912683833844E-021
   1.2500000000000000        6.4480685491488773E-022   1.5680505038976349E-041   3.9598617449320563E-021
   1.5000000000000000        8.0905500228872607E-022   4.8581462926008464E-041   6.9700403819496238E-021
   1.7500000000000000        2.1529750718191292E-020   1.2462948479920346E-040   1.1163757646921732E-020
   2.0000000000000000        3.1246811371172761E-020   2.7915379141639449E-040   1.6707896079889725E-020
   2.5000000000000000        4.3808836399471527E-020   1.0544654154117476E-039   3.2472533245987255E-020
   3.0000000000000000        1.1575050975271059E-020   3.0740882834405973E-039   5.5444461251243095E-020
   3.5000000000000000        1.6970621129739406E-020   7.5186987830360097E-039   8.6710430647275706E-020
   4.0000000000000000        2.3121953496128558E-020   1.6200852509113133E-038   1.2728256954160351E-019
   5.0000000000000000        3.3982972965501529E-020   5.7647009238298751E-038   2.4009791593909922E-019
   6.0000000000000000        4.9661271903266226E-020   1.6074155699310004E-037   4.0092587468645630E-019
   7.0000000000000000        6.6646104725158069E-020   3.7968314064244454E-037   6.1618433982246294E-019
   8.0000000000000000        9.0669394911111478E-020   7.9532972658409219E-037   8.9181260732515556E-019
   9.0000000000000000        1.1121859307807976E-019   1.5211888706336306E-036   1.2333648570612147E-018
   10.000000000000000        1.3215435142351270E-019   2.7095683205888952E-036   1.6460766448099843E-018
